OrderID;OrderDate;OrderPriority;OrderQuantity;Sales;ShipMode;ShippingCost;Province;CustomerSegment;ProductCategory;ProductSubCategory;ProductContainer;ShipDate
30853;7/27/2011;Medium;40;254.02;Regular Air;0.5;Saskachewan;Small Business;Office Supplies;Labels;Small Box;7/30/2011
56768;7/27/2011;Critical;37;111.39;Regular Air;0.7;Nova Scotia;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;7/29/2011
31556;7/27/2011;Critical;35;269.35;Regular Air;mar.68;Saskachewan;Consumer;Furniture;Office Furnishings;Wrap Bag;7/28/2011
52934;7/27/2011;Critical;20;92.15;Regular Air;0.5;Nova Scotia;Corporate;Office Supplies;Labels;Small Box;7/28/2011
30853;7/27/2011;Medium;16;41.52;Regular Air;07.sen;Manitoba;Small Business;Office Supplies;Paper;Wrap Bag;7/30/2011
34725;7/27/2011;Low;14;1885.41;Regular Air;35;Quebec;Small Business;Office Supplies;Storage & Organization;Large Box;7/29/2011
31938;7/27/2011;Medium;13;1193.62;Delivery Truck;42;British Columbia;Consumer;Furniture;Chairs & Chairmats;Jumbo Drum;7/28/2011
56768;7/27/2011;Critical;13;1207.02;Delivery Truck;14;Quebec;Corporate;Technology;Office Machines;Jumbo Drum;7/28/2011
19041;7/26/2011;Low;43;1849.8;Regular Air;apr.62;Yukon;Corporate;Office Supplies;Appliances;Small Box;08.04.2011
30565;7/26/2011;Medium;32;1785.02;Express Air;4;Saskachewan;Corporate;Technology;Computer Peripherals;Small Box;7/28/2011
19041;7/26/2011;Low;3;36.06;Regular Air;04.may;Yukon;Corporate;Office Supplies;Appliances;Small Box;7/30/2011
46311;7/25/2011;High;44;302.07;Regular Air;08.apr;Saskachewan;Consumer;Office Supplies;Paper;Small Box;7/27/2011
46311;7/25/2011;High;42;981.73;Regular Air;mar.63;Saskachewan;Consumer;Furniture;Office Furnishings;Small Pack;7/26/2011
46311;7/25/2011;High;42;1244.01;Regular Air;yan.99;Saskachewan;Consumer;Technology;Computer Peripherals;Small Pack;7/25/2011
30593;7/25/2011;Critical;41;1408.34;Regular Air;avq.99;Ontario;Small Business;Office Supplies;Pens & Art Supplies;Small Pack;7/28/2011
15425;7/25/2011;Low;29;2896.14;Express Air;19.99;Alberta;Home Office;Technology;Computer Peripherals;Small Box;7/29/2011
30593;7/25/2011;Critical;20;97.65;Express Air;iyn.92;Ontario;Small Business;Furniture;Office Furnishings;Small Box;7/27/2011
39111;7/25/2011;Medium;20;6004.35;Regular Air;iyl.18;Yukon;Corporate;Technology;Computer Peripherals;Small Box;7/27/2011
2306;7/25/2011;High;15;113.5;Regular Air;iyn.28;Manitoba;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;7/27/2011
36516;7/25/2011;Medium;9;883.37;Regular Air;iyl.18;Prince Edward Island;Home Office;Technology;Computer Peripherals;Small Box;7/28/2011
39111;7/25/2011;Medium;1;182.4;Regular Air;19.99;Yukon;Corporate;Office Supplies;Storage & Organization;Small Box;7/28/2011
56420;7/24/2011;Low;48;5,138,335;Regular Air;08.avq;Alberta;Consumer;Technology;Telephones and Communication;Small Box;7/26/2011
26851;7/24/2011;High;44;73.64;Regular Air;yan.99;British Columbia;Corporate;Technology;Computer Peripherals;Small Pack;7/26/2011
56420;7/24/2011;Low;26;132.23;Regular Air;02.mar;Alberta;Consumer;Furniture;Office Furnishings;Wrap Bag;7/26/2011
56420;7/24/2011;Low;22;2,403,137;Regular Air;avq.99;Alberta;Consumer;Technology;Telephones and Communication;Small Box;7/29/2011
56420;7/24/2011;Low;16;597.44;Regular Air;04.may;Alberta;Consumer;Office Supplies;Appliances;Small Box;7/28/2011
16160;7/23/2011;Critical;50;514.86;Regular Air;04.may;Ontario;Home Office;Office Supplies;Appliances;Small Box;7/24/2011
31558;7/23/2011;Low;42;1763.6;Regular Air;yan.99;Northwest Territories;Home Office;Technology;Computer Peripherals;Small Pack;7/23/2011
5575;7/23/2011;Low;41;254.69;Regular Air;okt.39;Saskachewan;Corporate;Office Supplies;Paper;Small Box;7/23/2011
47492;7/23/2011;High;22;649.71;Regular Air;avq.65;Ontario;Corporate;Technology;Computer Peripherals;Small Box;7/25/2011
9792;7/23/2011;Low;14;84.09;Regular Air;iyl.78;British Columbia;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;7/23/2011
29152;7/23/2011;Low;13;94.99;Regular Air;sen.69;Saskachewan;Small Business;Office Supplies;Storage & Organization;Small Box;7/23/2011
31558;7/23/2011;Low;12;3671.3;Regular Air;24.49;Northwest Territories;Home Office;Office Supplies;Appliances;Large Box;7/28/2011
29152;7/23/2011;Low;3;58.63;Regular Air;yan.99;Saskachewan;Small Business;Technology;Computer Peripherals;Small Pack;7/27/2011
14976;7/22/2011;High;46;231.35;Regular Air;04.iyl;New Brunswick;Corporate;Office Supplies;Paper;Small Box;7/24/2011
28867;7/22/2011;Medium;43;866.73;Regular Air;06.may;Saskachewan;Corporate;Technology;Computer Peripherals;Small Box;7/23/2011
28867;7/22/2011;Medium;26;21,697,525;Regular Air;avq.99;Saskachewan;Corporate;Technology;Telephones and Communication;Small Box;7/24/2011
48288;7/22/2011;Medium;25;3308.28;Delivery Truck;54.74;British Columbia;Consumer;Furniture;Bookcases;Jumbo Box;7/24/2011
25536;7/22/2011;Low;19;193.25;Regular Air;01.sen;Ontario;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;7/22/2011
28867;7/22/2011;Medium;6;642.42;Regular Air;19.99;Saskachewan;Corporate;Office Supplies;Paper;Small Box;7/23/2011
7142;7/21/2011;Critical;36;132.86;Regular Air;0.5;Alberta;Corporate;Office Supplies;Labels;Small Box;7/23/2011
6596;7/21/2011;Low;36;18028.07;Delivery Truck;28.14;Nova Scotia;Corporate;Technology;Office Machines;Jumbo Drum;7/26/2011
55845;7/21/2011;Low;29;4203.88;Delivery Truck;66.27;Alberta;Home Office;Furniture;Bookcases;Jumbo Box;7/25/2011
54912;7/21/2011;Low;17;117.33;Regular Air;03.yan;Ontario;Small Business;Office Supplies;Paper;Wrap Bag;7/28/2011
54083;7/21/2011;High;10;2700.41;Delivery Truck;23.19;Northwest Territories;Home Office;Office Supplies;Appliances;Jumbo Drum;7/23/2011
41409;7/21/2011;Not Specified;1;18.92;Regular Air;iyl.19;Northwest Territories;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;7/23/2011
59044;7/20/2011;Critical;6;20.19;Regular Air;0.99;Manitoba;Small Business;Office Supplies;Labels;Small Box;7/22/2011
449;7/19/2011;High;45;356.7;Regular Air;may.21;Ontario;Corporate;Furniture;Office Furnishings;Small Box;7/21/2011
2757;7/19/2011;High;42;569.32;Express Air;mar.14;Saskachewan;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;7/20/2011
2757;7/19/2011;Critical;39;3554.46;Delivery Truck;74.35;Nunavut;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;7/19/2011
6947;7/19/2011;Critical;9;520.49;Regular Air;18.45;Manitoba;Small Business;Furniture;Office Furnishings;Medium Box;7/21/2011
20482;7/18/2011;Medium;39;497.52;Regular Air;05.sen;Ontario;Small Business;Office Supplies;Paper;Small Box;7/20/2011
48837;7/18/2011;Not Specified;39;47,997,885;Regular Air;03.sen;Manitoba;Corporate;Technology;Telephones and Communication;Small Box;7/20/2011
12897;7/18/2011;Not Specified;39;141.49;Regular Air;0.5;Ontario;Corporate;Office Supplies;Labels;Small Box;7/19/2011
40422;7/18/2011;Critical;39;2,192,439;Express Air;mar.99;Ontario;Consumer;Technology;Telephones and Communication;Small Box;7/20/2011
20482;7/18/2011;Medium;38;4650.07;Delivery Truck;60.19;Ontario;Small Business;Furniture;Bookcases;Jumbo Box;7/18/2011
12897;7/18/2011;Not Specified;31;211.55;Express Air;iyl.91;Ontario;Corporate;Office Supplies;Paper;Small Box;7/19/2011
22534;7/18/2011;Medium;3;279.33;Regular Air;19.99;British Columbia;Corporate;Office Supplies;Envelopes;Small Box;7/20/2011
32452;7/18/2011;Medium;3;08.iyn;Regular Air;0.5;Ontario;Consumer;Office Supplies;Labels;Small Box;7/19/2011
47301;7/17/2011;Low;6;460.71;Regular Air;35;Ontario;Consumer;Office Supplies;Storage & Organization;Large Box;7/22/2011
50790;7/16/2011;Critical;47;255.65;Regular Air;may.71;Alberta;Home Office;Furniture;Office Furnishings;Medium Box;7/18/2011
26243;7/16/2011;Low;42;71.32;Regular Air;1;Newfoundland;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;7/20/2011
4324;7/16/2011;Critical;28;1165.33;Regular Air;avq.99;Yukon;Small Business;Office Supplies;Pens & Art Supplies;Small Pack;7/18/2011
50563;7/16/2011;High;20;21,974,115;Express Air;iyl.69;Alberta;Small Business;Technology;Telephones and Communication;Small Box;7/17/2011
50563;7/16/2011;High;2;423.04;Express Air;sen.99;Alberta;Small Business;Office Supplies;Storage & Organization;Small Box;7/17/2011
33061;7/15/2011;High;48;5318.89;Regular Air;avq.64;Quebec;Home Office;Office Supplies;Storage & Organization;Small Box;7/17/2011
2467;7/15/2011;Not Specified;30;4147.47;Delivery Truck;17.85;Quebec;Corporate;Technology;Office Machines;Jumbo Drum;7/16/2011
32;7/15/2011;High;26;2808.08;Regular Air;may.81;Alberta;Corporate;Furniture;Office Furnishings;Medium Box;7/17/2011
32;7/15/2011;High;24;1761.4;Delivery Truck;89.3;Alberta;Corporate;Furniture;Tables;Jumbo Box;7/16/2011
32;7/15/2011;High;23;1,602,335;Regular Air;05.mar;Alberta;Corporate;Technology;Telephones and Communication;Medium Box;7/17/2011
32;7/15/2011;High;15;140.56;Regular Air;avq.99;Saskachewan;Corporate;Technology;Computer Peripherals;Small Pack;7/16/2011
8513;7/15/2011;Low;9;163.78;Regular Air;avq.51;Ontario;Small Business;Technology;Office Machines;Medium Box;7/17/2011
8513;7/15/2011;Low;8;84.64;Express Air;04.may;Quebec;Small Business;Office Supplies;Appliances;Small Box;7/22/2011
740;7/15/2011;Medium;6;28.yan;Regular Air;0.49;Ontario;Corporate;Office Supplies;Labels;Small Box;7/15/2011
29827;7/14/2011;Critical;35;926.65;Regular Air;may.89;Alberta;Consumer;Technology;Computer Peripherals;Small Box;7/15/2011
6274;7/14/2011;Not Specified;22;46.36;Express Air;04.avq;British Columbia;Home Office;Furniture;Office Furnishings;Small Pack;7/15/2011
10338;7/14/2011;Not Specified;9;799.98;Delivery Truck;14;Newfoundland;Corporate;Technology;Office Machines;Jumbo Drum;7/16/2011
23907;7/14/2011;Not Specified;7;384.2;Regular Air;02.may;British Columbia;Corporate;Technology;Telephones and Communication;Small Box;7/14/2011
10338;7/14/2011;Not Specified;7;363.57;Delivery Truck;46.59;Nova Scotia;Corporate;Furniture;Tables;Jumbo Box;7/16/2011
3300;7/14/2011;Low;6;92.02;Regular Air;4;Yukon;Home Office;Technology;Computer Peripherals;Small Box;7/19/2011
21412;7/13/2011;Not Specified;38;137.07;Regular Air;iyn.83;Manitoba;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;7/15/2011
27845;7/13/2011;Not Specified;36;220.45;Regular Air;0.5;Saskachewan;Small Business;Office Supplies;Labels;Small Box;7/14/2011
13764;7/13/2011;Medium;31;123.93;Regular Air;0.94;Ontario;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;7/14/2011
21412;7/13/2011;Not Specified;28;203.99;Regular Air;apr.23;Manitoba;Home Office;Office Supplies;Paper;Wrap Bag;7/14/2011
41217;7/13/2011;High;23;1314.64;Express Air;iyn.79;British Columbia;Consumer;Office Supplies;Paper;Small Box;7/15/2011
8704;6/30/2011;Medium;43;449.17;Regular Air;01.sen;New Brunswick;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;07.01.2011
8704;6/30/2011;Medium;38;79.81;Regular Air;1;New Brunswick;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;07.01.2011
29318;6/30/2011;Not Specified;34;33,753,075;Regular Air;08.avq;Ontario;Corporate;Technology;Telephones and Communication;Small Box;07.01.2011
29318;6/30/2011;Not Specified;21;2954.14;Express Air;35;Ontario;Corporate;Office Supplies;Storage & Organization;Large Box;07.01.2011
11270;6/30/2011;High;15;140.07;Express Air;iyn.19;Manitoba;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;07.01.2011
12037;6/30/2011;Low;14;135.21;Regular Air;apr.39;New Brunswick;Consumer;Office Supplies;Paper;Wrap Bag;07.05.2011
7239;6/29/2011;Medium;50;6206.16;Regular Air;19.99;Ontario;Small Business;Office Supplies;Storage & Organization;Small Box;07.01.2011
27844;6/29/2011;Low;27;135.86;Regular Air;may.49;Ontario;Home Office;Office Supplies;Paper;Small Box;07.01.2011
44516;6/29/2011;Critical;17;57.96;Regular Air;mar.97;Alberta;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;6/29/2011
18951;6/29/2011;Critical;16;61.5;Regular Air;fev.97;Nova Scotia;Corporate;Office Supplies;Paper;Wrap Bag;6/30/2011
18951;6/29/2011;Critical;10;3,243,175;Express Air;5;Nova Scotia;Corporate;Technology;Telephones and Communication;Small Box;07.01.2011
27844;6/29/2011;Low;1;11.avq;Regular Air;may.59;Alberta;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;07.06.2011
8961;6/28/2011;Low;48;4644.87;Delivery Truck;60;Alberta;Small Business;Furniture;Tables;Jumbo Drum;07.03.2011
50983;6/28/2011;Critical;39;3063.1;Regular Air;35;Yukon;Home Office;Office Supplies;Storage & Organization;Large Box;6/29/2011
15619;6/28/2011;Low;36;123.13;Express Air;yan.35;Nova Scotia;Corporate;Office Supplies;Rubber Bands;Wrap Bag;07.02.2011
50983;6/28/2011;Critical;15;229.03;Regular Air;05.avq;Yukon;Home Office;Office Supplies;Storage & Organization;Small Box;6/30/2011
8961;6/28/2011;Low;15;627.69;Regular Air;4;Ontario;Small Business;Technology;Computer Peripherals;Small Box;07.03.2011
15619;6/28/2011;Low;9;1425.21;Delivery Truck;30;Nova Scotia;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;07.05.2011
54176;6/27/2011;Not Specified;33;2492.97;Regular Air;14.52;Saskachewan;Consumer;Technology;Computer Peripherals;Small Box;6/28/2011
31461;6/27/2011;Medium;26;1463.42;Regular Air;mar.99;Yukon;Corporate;Office Supplies;Appliances;Small Box;6/29/2011
26277;6/27/2011;Medium;17;877.81;Regular Air;19.99;British Columbia;Corporate;Technology;Computer Peripherals;Small Box;6/28/2011
8135;6/26/2011;Not Specified;16;772,412;Regular Air;5;Saskachewan;Consumer;Technology;Telephones and Communication;Small Pack;6/27/2011
31524;6/26/2011;Low;10;1025.88;Delivery Truck;42;Yukon;Small Business;Furniture;Chairs & Chairmats;Jumbo Drum;6/28/2011
7846;6/25/2011;Low;47;2926.33;Regular Air;19.99;Quebec;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;6/30/2011
7846;6/25/2011;Low;20;552.87;Regular Air;may.89;Quebec;Corporate;Technology;Computer Peripherals;Small Box;07.02.2011
7846;6/25/2011;Low;20;40.05;Regular Air;yan.49;Quebec;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;6/30/2011
31939;6/25/2011;High;13;15,068,375;Regular Air;04.fev;Yukon;Small Business;Technology;Telephones and Communication;Small Box;6/27/2011
7846;6/25/2011;Low;12;26.33;Regular Air;apr.86;Quebec;Corporate;Furniture;Office Furnishings;Small Box;6/25/2011
14500;6/24/2011;Not Specified;46;1662.5;Regular Air;avq.99;Manitoba;Consumer;Office Supplies;Pens & Art Supplies;Small Pack;6/25/2011
14500;6/24/2011;Not Specified;44;839.7;Regular Air;may.77;Manitoba;Consumer;Office Supplies;Paper;Small Box;6/26/2011
18884;6/24/2011;Not Specified;29;13571.7;Regular Air;24.49;Manitoba;Home Office;Technology;Copiers and Fax;Large Box;6/26/2011
18884;6/24/2011;Not Specified;5;131.27;Delivery Truck;14.36;Manitoba;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;6/25/2011
2465;6/23/2011;Critical;28;1082.45;Regular Air;yan.99;British Columbia;Consumer;Technology;Computer Peripherals;Small Pack;6/25/2011
23169;6/23/2011;Critical;27;172.7;Regular Air;05.noy;Ontario;Home Office;Office Supplies;Paper;Small Box;6/25/2011
23943;6/23/2011;Critical;24;376.53;Regular Air;may.45;Yukon;Corporate;Office Supplies;Pens & Art Supplies;Small Pack;6/25/2011
23169;6/23/2011;Critical;22;1683.57;Regular Air;iyl.18;Ontario;Home Office;Technology;Computer Peripherals;Small Box;6/25/2011
10210;6/23/2011;Not Specified;10;767.34;Regular Air;14.52;Saskachewan;Corporate;Technology;Computer Peripherals;Small Box;6/24/2011
46565;6/22/2011;Not Specified;50;804.14;Regular Air;avq.99;New Brunswick;Home Office;Furniture;Office Furnishings;Small Pack;6/23/2011
59812;6/22/2011;Medium;46;9261.24;Regular Air;19.99;British Columbia;Consumer;Office Supplies;Storage & Organization;Small Box;6/22/2011
30944;6/22/2011;Critical;32;546.01;Regular Air;05.avq;Saskachewan;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;6/23/2011
11425;6/22/2011;Critical;29;482.91;Regular Air;iyn.25;Ontario;Consumer;Office Supplies;Storage & Organization;Small Box;6/23/2011
10340;6/22/2011;High;24;7547.14;Regular Air;24.49;Ontario;Home Office;Furniture;Chairs & Chairmats;Large Box;6/23/2011
56743;6/22/2011;Medium;23;524.25;Express Air;avq.99;Saskachewan;Corporate;Furniture;Office Furnishings;Small Pack;6/25/2011
11425;6/22/2011;Critical;23;29,696,365;Express Air;avq.99;Ontario;Consumer;Technology;Telephones and Communication;Small Box;6/24/2011
46565;6/22/2011;Not Specified;16;4691.27;Express Air;24.49;New Brunswick;Home Office;Office Supplies;Appliances;Large Box;6/22/2011
51462;6/22/2011;Medium;15;417.88;Express Air;avq.99;Nova Scotia;Small Business;Office Supplies;Pens & Art Supplies;Small Pack;6/24/2011
10340;6/22/2011;High;15;311.98;Regular Air;may.53;Ontario;Home Office;Office Supplies;Pens & Art Supplies;Small Pack;6/25/2011
54150;6/22/2011;Critical;12;20,116,355;Express Air;mar.99;Manitoba;Corporate;Technology;Telephones and Communication;Small Box;6/22/2011
46565;6/22/2011;Not Specified;8;567.51;Regular Air;35;New Brunswick;Home Office;Office Supplies;Storage & Organization;Large Box;6/24/2011
10340;6/22/2011;High;2;224.32;Regular Air;13.99;Ontario;Home Office;Furniture;Office Furnishings;Medium Box;6/23/2011
59812;6/22/2011;Medium;2;28.98;Regular Air;apr.98;British Columbia;Consumer;Furniture;Office Furnishings;Small Pack;6/23/2011
32806;6/21/2011;High;48;175.99;Express Air;0.5;Saskachewan;Home Office;Office Supplies;Labels;Small Box;6/22/2011
32806;6/21/2011;High;33;221.23;Regular Air;05.fev;Saskachewan;Home Office;Office Supplies;Paper;Small Box;6/23/2011
42850;6/21/2011;Medium;27;822.7;Express Air;05.may;Ontario;Home Office;Technology;Computer Peripherals;Small Box;6/22/2011
32806;6/21/2011;Critical;8;178.78;Regular Air;avq.99;Northwest Territories;Home Office;Furniture;Office Furnishings;Small Pack;6/22/2011
24038;6/20/2011;High;38;103.07;Regular Air;yan.34;Northwest Territories;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;6/22/2011
26531;6/20/2011;Medium;26;46,889,485;Regular Air;may.26;Northwest Territories;Corporate;Technology;Telephones and Communication;Small Box;6/22/2011
24038;6/20/2011;High;15;8,961,805;Express Air;may.26;Prince Edward Island;Corporate;Technology;Telephones and Communication;Small Box;6/22/2011
16737;6/20/2011;Not Specified;15;1390.49;Regular Air;19.99;Saskachewan;Home Office;Office Supplies;Envelopes;Small Box;6/21/2011
51360;6/20/2011;Medium;12;46.55;Regular Air;0.5;Saskachewan;Consumer;Office Supplies;Labels;Small Box;6/22/2011
57376;6/19/2011;Critical;44;442.72;Regular Air;iyl.94;Nova Scotia;Small Business;Furniture;Office Furnishings;Small Pack;6/21/2011
29862;6/19/2011;Medium;34;214.64;Regular Air;may.86;Ontario;Corporate;Office Supplies;Paper;Small Box;6/21/2011
8902;6/19/2011;High;27;180.46;Regular Air;may.94;Alberta;Consumer;Office Supplies;Paper;Small Box;6/21/2011
57376;6/19/2011;Critical;6;326,893;Regular Air;may.31;Nova Scotia;Small Business;Technology;Telephones and Communication;Small Box;6/19/2011
44609;6/18/2011;Low;37;61.77;Express Air;0.7;Manitoba;Small Business;Office Supplies;Rubber Bands;Wrap Bag;6/22/2011
12293;6/18/2011;High;31;283.17;Regular Air;yan.39;Prince Edward Island;Home Office;Office Supplies;Envelopes;Small Box;6/19/2011
44609;6/18/2011;Low;28;525.4;Regular Air;04.yan;Manitoba;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;6/23/2011
38786;6/18/2011;Medium;10;236.17;Delivery Truck;15.68;Manitoba;Consumer;Furniture;Office Furnishings;Jumbo Drum;6/20/2011
36994;6/17/2011;Critical;40;5264.48;Delivery Truck;30;Alberta;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;6/17/2011
18340;6/17/2011;Medium;28;198.21;Express Air;10.may;Saskachewan;Consumer;Office Supplies;Paper;Small Box;6/18/2011
